id,approved,reason_for_rejection,accepted_under_conditions
343,False,"['Credit score below 640.', 'DTI ratio too high: 50.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
344,False,"['DTI ratio too high: 62.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
345,False,"['Credit score below 640.', 'DTI ratio too high: 120.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
346,True,[],['PMI required due to LTV ratio between 80% and 95%.']
347,True,[],['PMI required due to LTV ratio between 80% and 95%.']
348,False,"['Credit score below 640.', 'DTI ratio too high: 118.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
349,True,[],['PMI required due to LTV ratio between 80% and 95%.']
350,False,"['Credit score below 640.', 'DTI ratio too high: 59.15%.', 'FEDTI ratio above preferred level of 28%.']",[]
351,False,"['Credit score below 640.', 'DTI ratio too high: 62.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
352,False,"['Credit score below 640.', 'DTI ratio too high: 104.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
353,False,"['DTI ratio too high: 47.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
354,True,[],['PMI required due to LTV ratio between 80% and 95%.']
355,False,"['Credit score below 640.', 'DTI ratio too high: 85.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
356,False,"['Credit score below 640.', 'DTI ratio too high: 141.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
357,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
358,False,"['DTI ratio too high: 64.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
359,False,"['Credit score below 640.', 'DTI ratio too high: 125.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
360,True,[],[]
361,False,"['Credit score below 640.', 'DTI ratio too high: 105.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
362,False,"['DTI ratio too high: 65.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
363,False,"['DTI ratio too high: 58.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
364,False,"['DTI ratio too high: 108.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
365,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
366,False,"['Credit score below 640.', 'DTI ratio too high: 84.58%.', 'FEDTI ratio above preferred level of 28%.']",[]
367,True,[],[]
368,True,[],[]
369,False,"['DTI ratio too high: 59.04%.', 'FEDTI ratio above preferred level of 28%.']",[]
370,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
371,False,['DTI ratio too high: 43.09%.'],[]
372,False,"['Credit score below 640.', 'DTI ratio too high: 61.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
373,False,['Credit score below 640.'],[]
374,False,"['Credit score below 640.', 'DTI ratio too high: 68.50%.', 'FEDTI ratio above preferred level of 28%.']",[]
375,False,"['Credit score below 640.', 'DTI ratio too high: 44.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
376,False,['Credit score below 640.'],[]
377,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
378,False,['Credit score below 640.'],[]
379,False,"['DTI ratio too high: 60.35%.', 'FEDTI ratio above preferred level of 28%.']",[]
380,False,"['Credit score below 640.', 'DTI ratio too high: 74.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
381,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
382,False,"['DTI ratio too high: 101.91%.', 'FEDTI ratio above preferred level of 28%.']",[]
383,False,"['Credit score below 640.', 'DTI ratio too high: 46.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
384,False,"['DTI ratio too high: 119.86%.', 'FEDTI ratio above preferred level of 28%.']",[]
385,False,"['Credit score below 640.', 'DTI ratio too high: 80.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
386,False,"['DTI ratio too high: 106.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
387,True,[],['DTI ratio above preferred level of 36%.']
388,False,"['Credit score below 640.', 'DTI ratio too high: 143.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
389,False,"['DTI ratio too high: 48.97%.', 'FEDTI ratio above preferred level of 28%.']",[]
390,False,"['Credit score below 640.', 'DTI ratio too high: 48.51%.', 'FEDTI ratio above preferred level of 28%.']",[]
391,True,[],['DTI ratio above preferred level of 36%.']
392,True,[],[]
393,False,"['DTI ratio too high: 55.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
394,False,"['Credit score below 640.', 'DTI ratio too high: 65.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
395,False,['Credit score below 640.'],[]
396,False,['Credit score below 640.'],[]
397,False,['DTI ratio too high: 59.26%.'],[]
398,True,[],['PMI required due to LTV ratio between 80% and 95%.']
399,False,['Credit score below 640.'],[]
400,False,"['DTI ratio too high: 81.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
401,True,[],['PMI required due to LTV ratio between 80% and 95%.']
402,False,"['DTI ratio too high: 81.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
403,False,"['Credit score below 640.', 'DTI ratio too high: 156.32%.', 'FEDTI ratio above preferred level of 28%.']",[]
404,False,"['DTI ratio too high: 73.64%.', 'FEDTI ratio above preferred level of 28%.']",[]
405,False,"['Credit score below 640.', 'DTI ratio too high: 62.26%.', 'FEDTI ratio above preferred level of 28%.']",[]
406,True,[],['PMI required due to LTV ratio between 80% and 95%.']
407,False,"['DTI ratio too high: 74.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
408,True,[],['PMI required due to LTV ratio between 80% and 95%.']
409,False,"['DTI ratio too high: 59.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
410,False,"['Credit score below 640.', 'DTI ratio too high: 80.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
411,True,[],['PMI required due to LTV ratio between 80% and 95%.']
412,False,"['Credit score below 640.', 'DTI ratio too high: 110.12%.', 'FEDTI ratio above preferred level of 28%.']",[]
413,False,"['DTI ratio too high: 97.47%.', 'FEDTI ratio above preferred level of 28%.']",[]
414,False,"['DTI ratio too high: 69.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
415,False,"['Credit score below 640.', 'DTI ratio too high: 124.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
416,False,"['DTI ratio too high: 72.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
417,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
418,False,"['Credit score below 640.', 'DTI ratio too high: 43.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
419,False,"['Credit score below 640.', 'DTI ratio too high: 97.00%.', 'FEDTI ratio above preferred level of 28%.']",[]
420,False,"['DTI ratio too high: 69.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
421,False,"['DTI ratio too high: 91.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
422,True,[],['PMI required due to LTV ratio between 80% and 95%.']
423,False,['DTI ratio too high: 51.48%.'],[]
424,False,"['DTI ratio too high: 62.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
425,False,"['Credit score below 640.', 'DTI ratio too high: 59.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
426,False,['Credit score below 640.'],[]
427,True,[],[]
428,False,['DTI ratio too high: 50.57%.'],[]
429,False,['Credit score below 640.'],[]
430,True,[],['PMI required due to LTV ratio between 80% and 95%.']
431,False,"['Credit score below 640.', 'DTI ratio too high: 65.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
432,False,['Credit score below 640.'],[]
433,False,"['DTI ratio too high: 56.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
434,False,"['DTI ratio too high: 69.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
435,False,['Credit score below 640.'],[]
436,False,"['Credit score below 640.', 'DTI ratio too high: 57.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
437,True,[],['PMI required due to LTV ratio between 80% and 95%.']
438,True,[],['PMI required due to LTV ratio between 80% and 95%.']
439,False,"['Credit score below 640.', 'DTI ratio too high: 53.16%.']",[]
440,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
441,False,['Credit score below 640.'],[]
442,False,['Credit score below 640.'],[]
443,False,['DTI ratio too high: 43.02%.'],[]
444,False,['Credit score below 640.'],[]
445,False,['DTI ratio too high: 43.18%.'],[]
446,False,"['Credit score below 640.', 'DTI ratio too high: 54.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
447,False,"['Credit score below 640.', 'DTI ratio too high: 58.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
448,False,['Credit score below 640.'],[]
449,False,['Credit score below 640.'],[]
450,False,"['DTI ratio too high: 112.05%.', 'FEDTI ratio above preferred level of 28%.']",[]
451,False,['Credit score below 640.'],[]
452,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
453,True,[],['PMI required due to LTV ratio between 80% and 95%.']
454,False,"['DTI ratio too high: 71.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
455,False,"['DTI ratio too high: 86.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
456,False,"['DTI ratio too high: 93.64%.', 'FEDTI ratio above preferred level of 28%.']",[]
457,False,"['DTI ratio too high: 58.98%.', 'FEDTI ratio above preferred level of 28%.']",[]
458,False,['Credit score below 640.'],[]
459,False,"['Credit score below 640.', 'DTI ratio too high: 137.85%.', 'FEDTI ratio above preferred level of 28%.']",[]
460,True,[],['PMI required due to LTV ratio between 80% and 95%.']
461,False,"['Credit score below 640.', 'DTI ratio too high: 96.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
462,False,"['Credit score below 640.', 'DTI ratio too high: 54.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
463,True,[],[]
464,True,[],['DTI ratio above preferred level of 36%.']
465,False,"['DTI ratio too high: 104.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
466,True,[],['DTI ratio above preferred level of 36%.']
467,False,['Credit score below 640.'],[]
468,False,['Credit score below 640.'],[]
469,False,"['Credit score below 640.', 'DTI ratio too high: 62.15%.', 'FEDTI ratio above preferred level of 28%.']",[]
470,False,"['DTI ratio too high: 49.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
471,True,[],['PMI required due to LTV ratio between 80% and 95%.']
472,True,[],[]
473,False,"['DTI ratio too high: 139.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
474,True,[],['PMI required due to LTV ratio between 80% and 95%.']
475,False,"['DTI ratio too high: 59.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
476,True,[],['PMI required due to LTV ratio between 80% and 95%.']
477,False,"['DTI ratio too high: 75.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
478,True,[],['PMI required due to LTV ratio between 80% and 95%.']
479,True,[],['DTI ratio above preferred level of 36%.']
480,False,['DTI ratio too high: 45.97%.'],[]
481,False,['DTI ratio too high: 52.17%.'],[]
482,True,[],['PMI required due to LTV ratio between 80% and 95%.']
483,False,['Credit score below 640.'],[]
484,True,[],['PMI required due to LTV ratio between 80% and 95%.']
485,False,"['Credit score below 640.', 'DTI ratio too high: 44.11%.']",[]
486,False,"['Credit score below 640.', 'DTI ratio too high: 46.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
487,False,['Credit score below 640.'],[]
488,False,"['DTI ratio too high: 80.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
489,True,[],['PMI required due to LTV ratio between 80% and 95%.']
490,False,"['Credit score below 640.', 'DTI ratio too high: 51.62%.', 'FEDTI ratio above preferred level of 28%.']",[]
491,True,[],[]
492,False,"['DTI ratio too high: 67.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
493,False,"['Credit score below 640.', 'DTI ratio too high: 59.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
494,False,['Credit score below 640.'],[]
495,False,"['Credit score below 640.', 'DTI ratio too high: 57.62%.', 'FEDTI ratio above preferred level of 28%.']",[]
496,False,"['Credit score below 640.', 'DTI ratio too high: 58.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
497,False,"['Credit score below 640.', 'DTI ratio too high: 44.13%.']",[]
498,False,"['Credit score below 640.', 'DTI ratio too high: 48.50%.']",[]
499,False,['DTI ratio too high: 52.90%.'],[]
500,False,"['DTI ratio too high: 73.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
501,True,[],[]
502,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
503,False,"['Credit score below 640.', 'DTI ratio too high: 43.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
504,False,['DTI ratio too high: 67.78%.'],[]
505,False,"['DTI ratio too high: 104.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
506,False,"['Credit score below 640.', 'DTI ratio too high: 97.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
507,False,"['Credit score below 640.', 'DTI ratio too high: 49.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
508,True,[],['PMI required due to LTV ratio between 80% and 95%.']
509,True,[],['DTI ratio above preferred level of 36%.']
510,True,[],[]
511,False,"['Credit score below 640.', 'DTI ratio too high: 52.91%.', 'FEDTI ratio above preferred level of 28%.']",[]
512,False,"['Credit score below 640.', 'DTI ratio too high: 74.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
513,False,['Credit score below 640.'],[]
514,True,[],['DTI ratio above preferred level of 36%.']
515,False,"['Credit score below 640.', 'DTI ratio too high: 119.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
516,True,[],['PMI required due to LTV ratio between 80% and 95%.']
517,False,"['DTI ratio too high: 88.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
518,False,['Credit score below 640.'],[]
519,True,[],[]
520,True,[],['PMI required due to LTV ratio between 80% and 95%.']
521,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
522,False,"['Credit score below 640.', 'DTI ratio too high: 78.55%.', 'FEDTI ratio above preferred level of 28%.']",[]
523,False,"['Credit score below 640.', 'DTI ratio too high: 66.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
524,False,['Credit score below 640.'],[]
525,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
526,False,['Credit score below 640.'],[]
527,False,['Credit score below 640.'],[]
528,True,[],['PMI required due to LTV ratio between 80% and 95%.']
529,False,"['DTI ratio too high: 65.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
530,False,"['Credit score below 640.', 'DTI ratio too high: 78.27%.', 'FEDTI ratio above preferred level of 28%.']",[]
531,False,['FEDTI ratio above preferred level of 28%.'],[]
532,True,[],['PMI required due to LTV ratio between 80% and 95%.']
533,False,"['DTI ratio too high: 60.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
534,False,"['DTI ratio too high: 146.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
535,False,"['DTI ratio too high: 90.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
536,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
537,False,"['Credit score below 640.', 'DTI ratio too high: 48.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
538,False,"['DTI ratio too high: 69.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
539,False,"['Credit score below 640.', 'DTI ratio too high: 60.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
540,True,[],[]
541,True,[],['PMI required due to LTV ratio between 80% and 95%.']
542,False,"['Credit score below 640.', 'DTI ratio too high: 61.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
543,True,[],['PMI required due to LTV ratio between 80% and 95%.']
544,True,[],['PMI required due to LTV ratio between 80% and 95%.']
545,False,"['Credit score below 640.', 'DTI ratio too high: 139.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
546,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
547,False,"['Credit score below 640.', 'DTI ratio too high: 90.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
